Area,Item,Tonnes,Item,Tonnes
France,"Chillies and peppers, green",44035,"Chillies and peppers, green",33540
French Polynesia,"Chillies and peppers, green",155,"Chillies and peppers, green",17198
Georgia,"Chillies and peppers, green",5200,"Chillies and peppers, green",122825
Germany,"Chillies and peppers, green",9375,"Chillies and peppers, green",67917
Ghana,"Chillies and peppers, green",122400,"Chillies and peppers, green",1961598
Greece,"Chillies and peppers, green",112237,"Chillies and peppers, green",91775
Guadeloupe,"Chillies and peppers, green",170,"Chillies and peppers, green",16152
Guatemala,"Chillies and peppers, green",53324,"Chillies and peppers, green",427
Guyana,"Chillies and peppers, green",33540,"Chillies and peppers, green",189149
Honduras,"Chillies and peppers, green",17198,"Chillies and peppers, green",271256
Hungary,"Chillies and peppers, green",122825,"Chillies and peppers, green",16067
India,"Chillies and peppers, green",67917,"Chillies and peppers, green",144800
Indonesia,"Chillies and peppers, green",1961598,"Chillies and peppers, green",84700
Iran (Islamic Republic of),"Chillies and peppers, green",91775,"Chillies and peppers, green",199800
Iraq,"Chillies and peppers, green",16152,"Chillies and peppers, green",2840
Ireland,"Chillies and peppers, green",427,"Chillies and peppers, green",16933
Israel,"Chillies and peppers, green",189149,"Chillies and peppers, green",10310
Italy,"Chillies and peppers, green",271256,"Chillies and peppers, green",16883
Jamaica,"Chillies and peppers, green",16067,"Chillies and peppers, green",16881
Japan,"Chillies and peppers, green",144800,"Chillies and peppers, green",28092
Jordan,"Chillies and peppers, green",84700,"Chillies and peppers, green",351
Kazakhstan,"Chillies and peppers, green",199800,"Chillies and peppers, green",43738
Kenya,"Chillies and peppers, green",2840,"Chillies and peppers, green",112
Kuwait,"Chillies and peppers, green",16933,"Chillies and peppers, green",39969
Kyrgyzstan,"Chillies and peppers, green",10310,"Chillies and peppers, green",1903
Lao People's Democratic Republic,"Chillies and peppers, green",16883,"Chillies and peppers, green",2737028
Lebanon,"Chillies and peppers, green",16881,"Chillies and peppers, green",3458
Libya,"Chillies and peppers, green",28092,"Chillies and peppers, green",26
Madagascar,"Chillies and peppers, green",351,"Chillies and peppers, green",173643
Malaysia,"Chillies and peppers, green",43738,"Chillies and peppers, green",1125
Maldives,"Chillies and peppers, green",112,"Chillies and peppers, green",88791
Mali,"Chillies and peppers, green",39969,"Chillies and peppers, green",365000
Mauritius,"Chillies and peppers, green",1903,"Chillies and peppers, green",6594
Mexico,"Chillies and peppers, green",2737028,"Chillies and peppers, green",16983
Montenegro,"Chillies and peppers, green",3458,"Chillies and peppers, green",224177
Montserrat,"Chillies and peppers, green",26,"Chillies and peppers, green",746157
Morocco,"Chillies and peppers, green",173643,"Chillies and peppers, green",22980
Namibia,"Chillies and peppers, green",1125,"Chillies and peppers, green",11013
Nepal,"Chillies and peppers, green",88791,"Chillies and peppers, green",2395
Netherlands,"Chillies and peppers, green",365000,"Chillies and peppers, green",6900
New Zealand,"Chillies and peppers, green",6594,"Chillies and peppers, green",131066
Nicaragua,"Chillies and peppers, green",16983,"Chillies and peppers, green",21938
Niger,"Chillies and peppers, green",224177,"Chillies and peppers, green",891
Nigeria,"Chillies and peppers, green",746157,"Chillies and peppers, green",3119
Occupied Palestinian Territory,"Chillies and peppers, green",22980,"Chillies and peppers, green",248
Oman,"Chillies and peppers, green",11013,"Chillies and peppers, green",256990
Panama,"Chillies and peppers, green",2395,"Chillies and peppers, green",9855
Paraguay,"Chillies and peppers, green",6900,"Chillies and peppers, green",201881
Peru,"Chillies and peppers, green",131066,"Chillies and peppers, green",4460
Philippines,"Chillies and peppers, green",21938,"Chillies and peppers, green",41
Portugal,"Chillies and peppers, green",891,"Chillies and peppers, green",310
Puerto Rico,"Chillies and peppers, green",3119,"Chillies and peppers, green",227645
Qatar,"Chillies and peppers, green",248,"Chillies and peppers, green",6036
Republic of Korea,"Chillies and peppers, green",256990,"Chillies and peppers, green",4024
Republic of Moldova,"Chillies and peppers, green",9855,"Chillies and peppers, green",972
Romania,"Chillies and peppers, green",201881,"Chillies and peppers, green",1082690
Rwanda,"Chillies and peppers, green",4460,"Chillies and peppers, green",56247
Saint Kitts and Nevis,"Chillies and peppers, green",41,"Chillies and peppers, green",38100
Saint Vincent and the Grenadines,"Chillies and peppers, green",310,"Chillies and peppers, green",726
Serbia,"Chillies and peppers, green",227645,"Chillies and peppers, green",48659
Slovakia,"Chillies and peppers, green",6036,"Chillies and peppers, green",18388
Slovenia,"Chillies and peppers, green",4024,"Chillies and peppers, green",181852
South Africa,"Chillies and peppers, green",972,"Chillies and peppers, green",1111
Spain,"Chillies and peppers, green",1082690,"Chillies and peppers, green",437000
Sri Lanka,"Chillies and peppers, green",56247,"Chillies and peppers, green",2457822
Sudan,"Chillies and peppers, green",38100,"Chillies and peppers, green",193120
Switzerland,"Chillies and peppers, green",726,"Chillies and peppers, green",3983
Syrian Arab Republic,"Chillies and peppers, green",48659,"Chillies and peppers, green",23040
Thailand,"Chillies and peppers, green",18388,"Chillies and peppers, green",16470
The former Yugoslav Republic of Macedonia,"Chillies and peppers, green",181852,"Chillies and peppers, green",921150
Trinidad and Tobago,"Chillies and peppers, green",1111,"Chillies and peppers, green",14520
Tunisia,"Chillies and peppers, green",437000,"Chillies and peppers, green",74128
Turkey,"Chillies and peppers, green",2457822,"Chillies and peppers, green",123990
Ukraine,"Chillies and peppers, green",193120,"Chillies and peppers, green",20677
United Arab Emirates,"Chillies and peppers, green",3983,"Chillies and peppers, green",2186
United Kingdom,"Chillies and peppers, green",23040,"Chillies and peppers, green Sum",51955744
United Republic of Tanzania,"Chillies and peppers, green",16470,Cinnamon (canella),77055
United States of America,"Chillies and peppers, green",921150,Cinnamon (canella),77055
Uruguay,"Chillies and peppers, green",14520,Cinnamon (canella),15
Uzbekistan,"Chillies and peppers, green",74128,Cinnamon (canella),52
Venezuela (Bolivarian Republic of),"Chillies and peppers, green",123990,Cinnamon (canella),73
Yemen,"Chillies and peppers, green",20677,Cinnamon (canella),91300
Zimbabwe,"Chillies and peppers, green",2186,Cinnamon (canella),2460
,"Chillies and peppers, green Sum",23040,Cinnamon (canella),59
China,Cinnamon (canella),77055,Cinnamon (canella),3
"China, mainland",Cinnamon (canella),77055,Cinnamon (canella),16931
Comoros,Cinnamon (canella),15,Cinnamon (canella),111
Dominica,Cinnamon (canella),52,Cinnamon (canella),35516
Grenada,Cinnamon (canella),73,Cinnamon (canella) Sum,300630
Indonesia,Cinnamon (canella),91300,Cloves,1243
Madagascar,Cinnamon (canella),2460,Cloves,1243
Sao Tome and Principe,Cinnamon (canella),59,Cloves,2699
Seychelles,Cinnamon (canella),3,Cloves,37
Sri Lanka,Cinnamon (canella),16931,Cloves,139522
Timor-Leste,Cinnamon (canella),111,Cloves,2077
Viet Nam,Cinnamon (canella),35516,Cloves,20821
,Cinnamon (canella) Sum,73,Cloves,217
China,Cloves,1243,Cloves,4991
"China, mainland",Cloves,1243,Cloves,8915
Comoros,Cloves,2699,Cloves Sum,181765
Grenada,Cloves,37,"Cocoa, beans",1
Indonesia,Cloves,139522,"Cocoa, beans",423
Kenya,Cloves,2077,"Cocoa, beans",85
Madagascar,Cloves,20821,"Cocoa, beans",120
Malaysia,Cloves,217,"Cocoa, beans",6143
Sri Lanka,Cloves,4991,"Cocoa, beans",213843
United Republic of Tanzania,Cloves,8915,"Cocoa, beans",291512
,Cloves Sum,2699,"Cocoa, beans",146
American Samoa,"Cocoa, beans",1,"Cocoa, beans",56163
Angola,"Cocoa, beans",423,"Cocoa, beans",40
Belize,"Cocoa, beans",85,"Cocoa, beans",1045
Benin,"Cocoa, beans",120,"Cocoa, beans",650
Bolivia (Plurinational State of),"Cocoa, beans",6143,"Cocoa, beans",1472313
Brazil,"Cocoa, beans",213843,"Cocoa, beans",2058
Cameroon,"Cocoa, beans",291512,"Cocoa, beans",5630
Central African Republic,"Cocoa, beans",146,"Cocoa, beans",305
Colombia,"Cocoa, beans",56163,"Cocoa, beans",81246
Comoros,"Cocoa, beans",40,"Cocoa, beans",177551
Congo,"Cocoa, beans",1045,"Cocoa, beans",341
Costa Rica,"Cocoa, beans",650,"Cocoa, beans",455
C??te d'Ivoire,"Cocoa, beans",1472313,"Cocoa, beans",5
Cuba,"Cocoa, beans",2058,"Cocoa, beans",167
Democratic Republic of the Congo,"Cocoa, beans",5630,"Cocoa, beans",858720
Dominica,"Cocoa, beans",305,"Cocoa, beans",800
Dominican Republic,"Cocoa, beans",81246,"Cocoa, beans",0
Ecuador,"Cocoa, beans",177551,"Cocoa, beans",11567
El Salvador,"Cocoa, beans",341,"Cocoa, beans",14181
Equatorial Guinea,"Cocoa, beans",455,"Cocoa, beans",418
Fiji,"Cocoa, beans",5,"Cocoa, beans",13142
Gabon,"Cocoa, beans",167,"Cocoa, beans",802
Ghana,"Cocoa, beans",858720,"Cocoa, beans",16602
Grenada,"Cocoa, beans",800,"Cocoa, beans",656817
Guadeloupe,"Cocoa, beans",0,"Cocoa, beans",725
Guatemala,"Cocoa, beans",11567,"Cocoa, beans",6745
Guinea,"Cocoa, beans",14181,"Cocoa, beans",11354
Guyana,"Cocoa, beans",418,"Cocoa, beans",1757
Haiti,"Cocoa, beans",13142,"Cocoa, beans",
Honduras,"Cocoa, beans",802,"Cocoa, beans",26863
India,"Cocoa, beans",16602,"Cocoa, beans",33
Indonesia,"Cocoa, beans",656817,"Cocoa, beans",5185
Jamaica,"Cocoa, beans",725,"Cocoa, beans",236521
Liberia,"Cocoa, beans",6745,"Cocoa, beans",532
Madagascar,"Cocoa, beans",11354,"Cocoa, beans",44943
Malaysia,"Cocoa, beans",1757,"Cocoa, beans",107922
Martinique,"Cocoa, beans",,"Cocoa, beans",6263
Mexico,"Cocoa, beans",26863,"Cocoa, beans",64
Micronesia (Federated States of),"Cocoa, beans",33,"Cocoa, beans",220
Nicaragua,"Cocoa, beans",5185,"Cocoa, beans",480
Nigeria,"Cocoa, beans",236521,"Cocoa, beans",2787
Panama,"Cocoa, beans",532,"Cocoa, beans",14714
Papua New Guinea,"Cocoa, beans",44943,"Cocoa, beans",4923
Peru,"Cocoa, beans",107922,"Cocoa, beans",1339
Philippines,"Cocoa, beans",6263,"Cocoa, beans",5
Saint Lucia,"Cocoa, beans",64,"Cocoa, beans",117
Saint Vincent and the Grenadines,"Cocoa, beans",220,"Cocoa, beans",172
Samoa,"Cocoa, beans",480,"Cocoa, beans",51627
Sao Tome and Principe,"Cocoa, beans",2787,"Cocoa, beans",
Sierra Leone,"Cocoa, beans",14714,"Cocoa, beans",297
Solomon Islands,"Cocoa, beans",4923,"Cocoa, beans",24233
Sri Lanka,"Cocoa, beans",1339,"Cocoa, beans",8410
Suriname,"Cocoa, beans",5,"Cocoa, beans",1799
Thailand,"Cocoa, beans",117,"Cocoa, beans",23254
Timor-Leste,"Cocoa, beans",172,"Cocoa, beans Sum",4466575
Togo,"Cocoa, beans",51627,Coconuts,7034
Tonga,"Cocoa, beans",,Coconuts,2880
Trinidad and Tobago,"Cocoa, beans",297,Coconuts,92417
Uganda,"Cocoa, beans",24233,Coconuts,2257
United Republic of Tanzania,"Cocoa, beans",8410,Coconuts,1340
Vanuatu,"Cocoa, beans",1799,Coconuts,18342
Venezuela (Bolivarian Republic of),"Cocoa, beans",23254,Coconuts,2649246
,"Cocoa, beans Sum",172,Coconuts,54
American Samoa,Coconuts,7034,Coconuts,407
Bahamas,Coconuts,2880,Coconuts,4433
Bangladesh,Coconuts,92417,Coconuts,69585
Barbados,Coconuts,2257,Coconuts,5253
Belize,Coconuts,1340,Coconuts,17
Benin,Coconuts,18342,Coconuts,316579
Brazil,Coconuts,2649246,Coconuts,296986
British Virgin Islands,Coconuts,54,Coconuts,19593
Brunei Darussalam,Coconuts,407,Coconuts,123260
Cabo Verde,Coconuts,4433,Coconuts,101055
Cambodia,Coconuts,69585,Coconuts,3435
Cameroon,Coconuts,5253,Coconuts,1814
Cayman Islands,Coconuts,17,Coconuts,14038
China,Coconuts,316579,Coconuts,142439
"China, mainland",Coconuts,296986,Coconuts,59815
"China, Taiwan Province of",Coconuts,19593,Coconuts,7785
Colombia,Coconuts,123260,Coconuts,374474
Comoros,Coconuts,101055,Coconuts,15730
Congo,Coconuts,3435,Coconuts,65329
Cook Islands,Coconuts,1814,Coconuts,7480
Costa Rica,Coconuts,14038,Coconuts,206393
C??te d'Ivoire,Coconuts,142439,Coconuts,2125
Cuba,Coconuts,59815,Coconuts,281
Dominica,Coconuts,7785,Coconuts,82673
Dominican Republic,Coconuts,374474,Coconuts,380380
Ecuador,Coconuts,15730,Coconuts,6276
El Salvador,Coconuts,65329,Coconuts,261
Equatorial Guinea,Coconuts,7480,Coconuts,37745
Fiji,Coconuts,206393,Coconuts,12919
France,Coconuts,2125,Coconuts,55434
French Guiana,Coconuts,281,Coconuts,40256
French Polynesia,Coconuts,82673,Coconuts,170699
Ghana,Coconuts,380380,Coconuts,27218
Grenada,Coconuts,6276,Coconuts,14227
Guadeloupe,Coconuts,261,Coconuts,11127898
Guam,Coconuts,37745,Coconuts,17722429
Guatemala,Coconuts,12919,Coconuts,255411
Guinea,Coconuts,55434,Coconuts,91627
Guinea-Bissau,Coconuts,40256,Coconuts,42000
Guyana,Coconuts,170699,Coconuts,6588
Haiti,Coconuts,27218,Coconuts,74951
Honduras,Coconuts,14227,Coconuts,504773
India,Coconuts,11127898,Coconuts,268
Indonesia,Coconuts,17722429,Coconuts,25306
Jamaica,Coconuts,255411,Coconuts,1134
Kenya,Coconuts,91627,Coconuts,1486
Kiribati,Coconuts,42000,Coconuts,1157481
Liberia,Coconuts,6588,Coconuts,35655
Madagascar,Coconuts,74951,Coconuts,248394
Malaysia,Coconuts,504773,Coconuts,531730
Maldives,Coconuts,268,Coconuts,2781
Marshall Islands,Coconuts,25306,Coconuts,660
Martinique,Coconuts,1134,Coconuts,19120
Mauritius,Coconuts,1486,Coconuts,6412
Mexico,Coconuts,1157481,Coconuts,283744
Micronesia (Federated States of),Coconuts,35655,Coconuts,2645
Mozambique,Coconuts,248394,Coconuts,10168
Myanmar,Coconuts,531730,Coconuts,15333
Nauru,Coconuts,2781,Coconuts,1191438
Nepal,Coconuts,660,Coconuts,32353
New Caledonia,Coconuts,19120,Coconuts,13825080
Nicaragua,Coconuts,6412,Coconuts,831
Nigeria,Coconuts,283744,Coconuts,236
Niue,Coconuts,2645,Coconuts,3241
Pakistan,Coconuts,10168,Coconuts,13210
Panama,Coconuts,15333,Coconuts,2405
Papua New Guinea,Coconuts,1191438,Coconuts,179602
Peru,Coconuts,32353,Coconuts,42233
Philippines,Coconuts,13825080,Coconuts,3969
Puerto Rico,Coconuts,831,Coconuts,2495
R??union,Coconuts,236,Coconuts,4483
Saint Kitts and Nevis,Coconuts,3241,Coconuts,94
Saint Lucia,Coconuts,13210,Coconuts,341876
Saint Vincent and the Grenadines,Coconuts,2405,Coconuts,11419
Samoa,Coconuts,179602,Coconuts,2520095
Sao Tome and Principe,Coconuts,42233,Coconuts,14672
Senegal,Coconuts,3969,Coconuts,815406
Seychelles,Coconuts,2495,Coconuts,9144
Sierra Leone,Coconuts,4483,Coconuts,13974
Singapore,Coconuts,94,Coconuts,4491
Solomon Islands,Coconuts,341876,Coconuts,142923
Somalia,Coconuts,11419,Coconuts,18558
Sri Lanka,Coconuts,2520095,Coconuts,1639
Suriname,Coconuts,14672,Coconuts,555836
Thailand,Coconuts,815406,Coconuts,336988
Timor-Leste,Coconuts,9144,Coconuts,157391
Togo,Coconuts,13974,Coconuts,1469960
Tokelau,Coconuts,4491,Coconuts,3215
Tonga,Coconuts,142923,Coconuts Sum,59327215
Trinidad and Tobago,Coconuts,18558,"Coffee, green",14142
Tuvalu,Coconuts,1639,"Coffee, green",76
United Republic of Tanzania,Coconuts,555836,"Coffee, green",55
Vanuatu,Coconuts,336988,"Coffee, green",21427
Venezuela (Bolivarian Republic of),Coconuts,157391,"Coffee, green",3019051
Viet Nam,Coconuts,1469960,"Coffee, green",13624
Wallis and Futuna Islands,Coconuts,3215,"Coffee, green",68
,Coconuts Sum,142923,"Coffee, green",364
Angola,"Coffee, green",14142,"Coffee, green",32674
Belize,"Coffee, green",76,"Coffee, green",10120
Benin,"Coffee, green",55,"Coffee, green",114339
Bolivia (Plurinational State of),"Coffee, green",21427,"Coffee, green",114339
Brazil,"Coffee, green",3019051,"Coffee, green",0
Burundi,"Coffee, green",13624,"Coffee, green",745084
Cabo Verde,"Coffee, green",68,"Coffee, green",138
Cambodia,"Coffee, green",364,"Coffee, green",3184
Cameroon,"Coffee, green",32674,"Coffee, green",0
Central African Republic,"Coffee, green",10120,"Coffee, green",87490
China,"Coffee, green",114339,"Coffee, green",102960
"China, mainland","Coffee, green",114339,"Coffee, green",6867
"China, Taiwan Province of","Coffee, green",0,"Coffee, green",29798
Colombia,"Coffee, green",745084,"Coffee, green",291
Comoros,"Coffee, green",138,"Coffee, green",11471
Congo,"Coffee, green",3184,"Coffee, green",3905
Cook Islands,"Coffee, green",0,"Coffee, green",38636
Costa Rica,"Coffee, green",87490,"Coffee, green",4220
C??te d'Ivoire,"Coffee, green",102960,"Coffee, green",469091
Cuba,"Coffee, green",6867,"Coffee, green",9
Democratic Republic of the Congo,"Coffee, green",29798,"Coffee, green",23
Dominica,"Coffee, green",291,"Coffee, green",94
Dominican Republic,"Coffee, green",11471,"Coffee, green",736
Ecuador,"Coffee, green",3905,"Coffee, green",31
El Salvador,"Coffee, green",38636,"Coffee, green",236145
Equatorial Guinea,"Coffee, green",4220,"Coffee, green",18959
Ethiopia,"Coffee, green",469091,"Coffee, green",408
Fiji,"Coffee, green",9,"Coffee, green",41239
French Polynesia,"Coffee, green",23,"Coffee, green",362367
Gabon,"Coffee, green",94,"Coffee, green",348000
Ghana,"Coffee, green",736,"Coffee, green",639305
Guadeloupe,"Coffee, green",31,"Coffee, green",5987
Guatemala,"Coffee, green",236145,"Coffee, green",46100
Guinea,"Coffee, green",18959,"Coffee, green",136600
Guyana,"Coffee, green",408,"Coffee, green",513
Haiti,"Coffee, green",41239,"Coffee, green",46882
Honduras,"Coffee, green",362367,"Coffee, green",7217
India,"Coffee, green",348000,"Coffee, green",7170
Indonesia,"Coffee, green",639305,"Coffee, green",29
Jamaica,"Coffee, green",5987,"Coffee, green",
Kenya,"Coffee, green",46100,"Coffee, green",151714
Lao People's Democratic Republic,"Coffee, green",136600,"Coffee, green",801
Liberia,"Coffee, green",513,"Coffee, green",8474
Madagascar,"Coffee, green",46882,"Coffee, green",532
